,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,date,year,month,day
662,663,Standard,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month,2022-06-13,2022,6,13
663,664,Standard,11,12-06-22,30-06-23,Spain,31,Male,Smart TV,1 Month,2022-12-06,2022,12,6
664,665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month,2022-06-18,2022,6,18
665,666,Premium,15,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month,2022-06-26,2022,6,26
666,667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month,2022-06-30,2022,6,30
667,668,Standard,13,03-07-22,30-06-23,United States,49,Male,Smart TV,1 Month,2022-03-07,2022,3,7
668,669,Premium,13,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month,2022-06-19,2022,6,19
669,670,Basic,10,08-06-22,29-06-23,United States,38,Male,Smart TV,1 Month,2022-08-06,2022,8,6
670,671,Basic,10,08-06-22,30-06-23,United States,51,Male,Tablet,1 Month,2022-08-06,2022,8,6
671,672,Basic,14,09-06-22,30-06-23,Canada,47,Female,Tablet,1 Month,2022-09-06,2022,9,6
672,673,Standard,15,09-06-22,27-06-23,United Kingdom,37,Male,Smartphone,1 Month,2022-09-06,2022,9,6
673,674,Premium,13,10-06-22,28-06-23,Australia,37,Female,Laptop,1 Month,2022-10-06,2022,10,6
674,675,Basic,11,11-06-22,29-06-23,Germany,39,Female,Tablet,1 Month,2022-11-06,2022,11,6
675,676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month,2022-06-13,2022,6,13
676,677,Premium,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month,2022-06-17,2022,6,17
677,678,Standard,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month,2022-06-27,2022,6,27
678,679,Standard,11,05-07-22,29-06-23,Spain,49,Male,Laptop,1 Month,2022-05-07,2022,5,7
679,680,Basic,15,07-07-22,29-06-23,Italy,44,Female,Laptop,1 Month,2022-07-07,2022,7,7
680,681,Premium,11,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month,2022-07-16,2022,7,16
681,682,Standard,11,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month,2022-07-23,2022,7,23
682,683,Basic,13,03-08-22,29-06-23,United States,39,Male,Smartphone,1 Month,2022-03-08,2022,3,8
683,684,Standard,10,11-08-22,29-06-23,Canada,49,Male,Smartphone,1 Month,2022-11-08,2022,11,8
684,685,Premium,12,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month,2022-08-15,2022,8,15
685,686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month,2022-08-18,2022,8,18
686,687,Premium,13,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month,2022-08-26,2022,8,26
687,688,Standard,10,03-09-22,28-06-23,United Kingdom,42,Male,Smartphone,1 Month,2022-03-09,2022,3,9
688,689,Basic,15,04-09-22,29-06-23,Australia,37,Female,Smart TV,1 Month,2022-04-09,2022,4,9
689,690,Standard,15,05-09-22,30-06-23,Germany,36,Male,Laptop,1 Month,2022-05-09,2022,5,9
690,691,Premium,11,01-09-22,29-06-23,France,28,Female,Laptop,1 Month,2022-01-09,2022,1,9
691,692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month,2022-08-31,2022,8,31
692,693,Standard,14,01-09-22,29-06-23,Mexico,31,Female,Tablet,1 Month,2022-01-09,2022,1,9
693,694,Premium,14,17-09-22,01-07-23,Spain,46,Male,Smart TV,1 Month,2022-09-17,2022,9,17
694,695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month,2022-09-21,2022,9,21
695,696,Premium,15,29-09-22,01-07-23,Spain,31,Male,Tablet,1 Month,2022-09-29,2022,9,29
696,697,Basic,12,06-10-22,29-06-23,Spain,43,Male,Smart TV,1 Month,2022-06-10,2022,6,10
697,698,Standard,10,12-10-22,02-07-23,United States,28,Male,Laptop,1 Month,2022-12-10,2022,12,10
698,699,Standard,13,07-10-22,30-06-23,Canada,32,Female,Smartphone,1 Month,2022-07-10,2022,7,10
699,700,Basic,12,04-10-22,30-06-23,United States,31,Female,Laptop,1 Month,2022-04-10,2022,4,10
700,701,Premium,11,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month,2022-09-24,2022,9,24
701,702,Basic,14,25-09-22,01-07-23,Canada,36,Male,Smartphone,1 Month,2022-09-25,2022,9,25
702,703,Standard,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month,2022-09-27,2022,9,27
703,704,Premium,13,30-09-22,01-07-23,Australia,27,Female,Tablet,1 Month,2022-09-30,2022,9,30
704,705,Basic,13,04-10-22,28-06-23,Germany,32,Male,Laptop,1 Month,2022-04-10,2022,4,10
705,706,Premium,12,24-10-22,01-07-23,France,46,Female,Smartphone,1 Month,2022-10-24,2022,10,24
706,707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month,2022-10-28,2022,10,28
707,708,Standard,13,02-11-22,01-07-23,Mexico,39,Male,Laptop,1 Month,2022-02-11,2022,2,11
708,709,Standard,12,07-11-22,28-06-23,Spain,48,Female,Smart TV,1 Month,2022-07-11,2022,7,11
709,710,Basic,10,10-11-22,30-06-23,Italy,48,Female,Smart TV,1 Month,2022-10-11,2022,10,11
710,711,Premium,14,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month,2022-11-15,2022,11,15
711,712,Basic,13,08-11-22,01-07-23,Spain,45,Male,Tablet,1 Month,2022-08-11,2022,8,11
712,713,Standard,10,01-11-22,27-06-23,United States,30,Male,Laptop,1 Month,2022-01-11,2022,1,11
713,714,Premium,15,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month,2022-10-30,2022,10,30
714,715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month,2022-10-28,2022,10,28
715,716,Premium,10,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month,2022-10-26,2022,10,26
716,717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month,2022-10-18,2022,10,18
717,718,Standard,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month,2022-09-30,2022,9,30
718,719,Standard,10,03-09-22,29-06-23,Australia,33,Female,Tablet,1 Month,2022-03-09,2022,3,9
719,720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month,2022-08-23,2022,8,23
720,721,Premium,10,16-08-22,29-06-23,France,37,Female,Tablet,1 Month,2022-08-16,2022,8,16
721,722,Basic,13,11-08-22,30-06-23,Brazil,45,Male,Smartphone,1 Month,2022-11-08,2022,11,8
722,723,Standard,10,01-08-22,30-06-23,Mexico,40,Female,Smartphone,1 Month,2022-01-08,2022,1,8
723,724,Premium,14,01-08-22,29-06-23,Spain,44,Male,Laptop,1 Month,2022-01-08,2022,1,8
724,725,Basic,12,01-08-22,29-06-23,Italy,29,Female,Tablet,1 Month,2022-01-08,2022,1,8
725,726,Premium,14,02-08-22,30-06-23,Spain,50,Male,Laptop,1 Month,2022-02-08,2022,2,8
726,727,Basic,11,04-08-22,29-06-23,Spain,32,Female,Laptop,1 Month,2022-04-08,2022,4,8
727,728,Standard,14,04-08-22,29-06-23,United States,39,Male,Laptop,1 Month,2022-04-08,2022,4,8
728,729,Standard,15,07-07-22,30-06-23,Canada,43,Female,Smartphone,1 Month,2022-07-07,2022,7,7
729,730,Basic,12,27-06-22,30-06-23,United States,49,Female,Smartphone,1 Month,2022-06-27,2022,6,27
730,731,Premium,13,19-06-22,29-06-23,United States,30,Male,Tablet,1 Month,2022-06-19,2022,6,19
731,732,Basic,12,19-06-22,29-06-23,Canada,47,Male,Tablet,1 Month,2022-06-19,2022,6,19
732,733,Standard,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,1 Month,2022-06-18,2022,6,18
733,734,Premium,14,19-06-22,30-06-23,Australia,40,Male,Tablet,1 Month,2022-06-19,2022,6,19
734,735,Basic,14,24-06-22,28-06-23,Germany,40,Male,Laptop,1 Month,2022-06-24,2022,6,24
735,736,Premium,11,30-06-22,30-06-23,France,49,Male,Smartphone,1 Month,2022-06-30,2022,6,30
736,737,Basic,15,02-07-22,30-06-23,Brazil,43,Female,Tablet,1 Month,2022-02-07,2022,2,7
737,738,Standard,14,26-06-22,01-07-23,Mexico,44,Female,Smartphone,1 Month,2022-06-26,2022,6,26
738,739,Standard,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,1 Month,2022-06-21,2022,6,21
739,740,Basic,14,16-06-22,29-06-23,Italy,30,Male,Tablet,1 Month,2022-06-16,2022,6,16
740,741,Premium,14,09-06-22,30-06-23,Spain,47,Male,Smart TV,1 Month,2022-09-06,2022,9,6
741,742,Basic,13,10-06-22,30-06-23,Spain,51,Male,Smartphone,1 Month,2022-10-06,2022,10,6
742,743,Standard,15,10-06-22,28-06-23,United States,31,Female,Laptop,1 Month,2022-10-06,2022,10,6
743,744,Premium,13,11-06-22,29-06-23,Canada,34,Female,Tablet,1 Month,2022-11-06,2022,11,6
744,745,Basic,11,12-06-22,30-06-23,United States,28,Female,Laptop,1 Month,2022-12-06,2022,12,6
745,746,Basic,15,15-06-22,30-06-23,United States,32,Male,Smartphone,1 Month,2022-06-15,2022,6,15
746,747,Basic,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,1 Month,2022-06-25,2022,6,25
747,748,Standard,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,1 Month,2022-06-30,2022,6,30
748,749,Premium,12,06-07-22,30-06-23,Australia,46,Male,Smart TV,1 Month,2022-06-07,2022,6,7
749,750,Basic,13,09-07-22,29-06-23,Germany,47,Male,Smart TV,1 Month,2022-09-07,2022,9,7
750,751,Basic,14,18-07-22,29-06-23,France,45,Female,Laptop,1 Month,2022-07-18,2022,7,18
751,752,Premium,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,1 Month,2022-07-24,2022,7,24
752,753,Standard,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,1 Month,2022-07-27,2022,7,27
753,754,Standard,11,10-08-22,29-06-23,Spain,41,Male,Laptop,1 Month,2022-10-08,2022,10,8
754,755,Basic,13,16-08-22,30-06-23,Italy,32,Male,Tablet,1 Month,2022-08-16,2022,8,16
755,756,Premium,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,1 Month,2022-08-23,2022,8,23
756,757,Standard,11,03-09-22,30-06-23,Spain,32,Male,Laptop,1 Month,2022-03-09,2022,3,9
757,758,Basic,12,04-09-22,29-06-23,United States,47,Male,Laptop,1 Month,2022-04-09,2022,4,9
758,759,Standard,14,05-09-22,29-06-23,Canada,37,Male,Smart TV,1 Month,2022-05-09,2022,5,9
759,760,Premium,13,04-09-22,01-07-23,United States,40,Female,Smartphone,1 Month,2022-04-09,2022,4,9
760,761,Basic,11,31-08-22,29-06-23,United States,48,Female,Smart TV,1 Month,2022-08-31,2022,8,31
761,762,Premium,10,01-09-22,02-07-23,Canada,48,Male,Laptop,1 Month,2022-01-09,2022,1,9
762,763,Standard,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,1 Month,2022-09-15,2022,9,15
763,764,Basic,15,18-09-22,03-07-23,Australia,28,Male,Smart TV,1 Month,2022-09-18,2022,9,18
764,765,Standard,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,1 Month,2022-09-28,2022,9,28
765,766,Premium,13,30-09-22,01-07-23,France,43,Male,Smartphone,1 Month,2022-09-30,2022,9,30
766,767,Basic,15,07-10-22,29-06-23,Brazil,39,Male,Laptop,1 Month,2022-07-10,2022,7,10
767,768,Standard,10,08-10-22,02-07-23,Mexico,38,Female,Laptop,1 Month,2022-08-10,2022,8,10
768,769,Premium,14,08-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month,2022-08-10,2022,8,10
769,770,Basic,11,03-10-22,01-07-23,Italy,42,Female,Laptop,1 Month,2022-03-10,2022,3,10
770,771,Premium,14,04-10-22,28-06-23,Spain,27,Male,Tablet,1 Month,2022-04-10,2022,4,10
771,772,Basic,12,02-10-22,01-07-23,Spain,48,Male,Laptop,1 Month,2022-02-10,2022,2,10
772,773,Standard,13,01-10-22,30-06-23,United States,27,Female,Smart TV,1 Month,2022-01-10,2022,1,10
773,774,Standard,15,03-10-22,02-07-23,Canada,49,Male,Smartphone,1 Month,2022-03-10,2022,3,10
774,775,Basic,11,20-10-22,28-06-23,United States,29,Male,Tablet,1 Month,2022-10-20,2022,10,20
775,776,Premium,11,21-10-22,01-07-23,United States,44,Male,Laptop,1 Month,2022-10-21,2022,10,21
776,777,Basic,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,1 Month,2022-10-28,2022,10,28
777,778,Standard,13,03-11-22,01-07-23,United Kingdom,33,Male,Tablet,1 Month,2022-03-11,2022,3,11
778,779,Premium,10,07-11-22,28-06-23,Australia,36,Female,Smart TV,1 Month,2022-07-11,2022,7,11
779,780,Basic,15,12-11-22,30-06-23,Germany,43,Female,Laptop,1 Month,2022-12-11,2022,12,11
780,781,Premium,14,13-11-22,29-06-23,France,30,Female,Smartphone,1 Month,2022-11-13,2022,11,13
781,782,Basic,13,02-11-22,01-07-23,Brazil,44,Female,Laptop,1 Month,2022-02-11,2022,2,11
782,783,Standard,13,01-11-22,29-06-23,Mexico,37,Female,Laptop,1 Month,2022-01-11,2022,1,11
783,784,Standard,14,31-10-22,30-06-23,Spain,27,Male,Laptop,1 Month,2022-10-31,2022,10,31
784,785,Basic,12,28-10-22,29-06-23,Italy,35,Female,Laptop,1 Month,2022-10-28,2022,10,28
785,786,Premium,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,1 Month,2022-10-24,2022,10,24
786,787,Basic,12,03-10-22,29-06-23,Spain,49,Female,Laptop,1 Month,2022-03-10,2022,3,10
787,788,Standard,12,13-09-22,30-06-23,United States,45,Female,Tablet,1 Month,2022-09-13,2022,9,13
788,789,Premium,11,02-09-22,30-06-23,Canada,33,Female,Smartphone,1 Month,2022-02-09,2022,2,9
789,790,Basic,14,30-08-22,30-06-23,United States,37,Female,Smartphone,1 Month,2022-08-30,2022,8,30
790,791,Premium,15,25-08-22,30-06-23,United States,29,Male,Smartphone,1 Month,2022-08-25,2022,8,25
791,792,Basic,12,11-08-22,30-06-23,Canada,45,Male,Smart TV,1 Month,2022-11-08,2022,11,8
792,793,Standard,11,05-08-22,30-06-23,United Kingdom,42,Female,Smartphone,1 Month,2022-05-08,2022,5,8
793,794,Standard,12,02-08-22,30-06-23,Australia,32,Female,Smart TV,1 Month,2022-02-08,2022,2,8
794,795,Basic,11,03-08-22,01-07-23,Germany,47,Male,Smartphone,1 Month,2022-03-08,2022,3,8
795,796,Premium,12,04-08-22,01-07-23,France,27,Male,Smart TV,1 Month,2022-04-08,2022,4,8
796,797,Basic,10,05-08-22,30-06-23,Brazil,35,Male,Tablet,1 Month,2022-05-08,2022,5,8
797,798,Standard,15,12-07-22,30-06-23,Mexico,35,Male,Laptop,1 Month,2022-12-07,2022,12,7
798,799,Premium,10,02-07-22,30-06-23,Spain,48,Male,Tablet,1 Month,2022-02-07,2022,2,7
799,800,Basic,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,1 Month,2022-06-26,2022,6,26
800,801,Premium,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,1 Month,2022-06-22,2022,6,22
801,802,Basic,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,1 Month,2022-06-22,2022,6,22
802,803,Standard,14,19-06-22,01-07-23,United States,43,Male,Smart TV,1 Month,2022-06-19,2022,6,19
803,804,Standard,14,22-06-22,02-07-23,Canada,47,Female,Smartphone,1 Month,2022-06-22,2022,6,22
804,805,Basic,15,27-06-22,28-06-23,United States,39,Female,Laptop,1 Month,2022-06-27,2022,6,27
805,806,Premium,15,01-07-22,30-06-23,United States,30,Female,Laptop,1 Month,2022-01-07,2022,1,7
806,807,Basic,11,28-06-22,30-06-23,Canada,46,Male,Tablet,1 Month,2022-06-28,2022,6,28
807,808,Standard,13,25-06-22,01-07-23,United Kingdom,39,Male,Smart TV,1 Month,2022-06-25,2022,6,25
808,809,Premium,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,1 Month,2022-06-22,2022,6,22
809,810,Basic,13,09-06-22,29-06-23,Germany,38,Male,Smartphone,1 Month,2022-09-06,2022,9,6
810,811,Premium,13,10-06-22,30-06-23,France,36,Male,Laptop,1 Month,2022-10-06,2022,10,6
811,812,Basic,15,11-06-22,01-07-23,Brazil,33,Male,Laptop,1 Month,2022-11-06,2022,11,6
812,813,Standard,10,11-06-22,28-06-23,Mexico,50,Male,Smartphone,1 Month,2022-11-06,2022,11,6
813,814,Standard,10,12-06-22,29-06-23,Spain,38,Male,Smartphone,1 Month,2022-12-06,2022,12,6
814,815,Basic,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,1 Month,2022-06-13,2022,6,13
815,816,Premium,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,1 Month,2022-06-18,2022,6,18
816,817,Basic,15,29-06-22,30-06-23,Spain,31,Female,Tablet,1 Month,2022-06-29,2022,6,29
817,818,Standard,13,30-06-22,28-06-23,United States,40,Male,Tablet,1 Month,2022-06-30,2022,6,30
818,819,Premium,14,01-07-22,01-07-23,Canada,50,Male,Laptop,1 Month,2022-01-07,2022,1,7
819,820,Basic,11,07-07-22,30-06-23,United States,43,Female,Tablet,1 Month,2022-07-07,2022,7,7
820,821,Basic,12,13-07-22,29-06-23,United States,35,Female,Laptop,1 Month,2022-07-13,2022,7,13
821,822,Basic,11,24-07-22,29-06-23,Canada,36,Male,Laptop,1 Month,2022-07-24,2022,7,24
822,823,Standard,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,1 Month,2022-07-29,2022,7,29
823,824,Premium,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,1 Month,2022-07-31,2022,7,31
824,825,Basic,12,09-08-22,30-06-23,Germany,30,Female,Laptop,1 Month,2022-09-08,2022,9,8
825,826,Basic,11,18-08-22,01-07-23,France,37,Male,Smart TV,1 Month,2022-08-18,2022,8,18
826,827,Premium,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,1 Month,2022-08-20,2022,8,20
827,828,Standard,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,1 Month,2022-08-30,2022,8,30
828,829,Standard,10,01-09-22,29-06-23,Spain,31,Male,Tablet,1 Month,2022-01-09,2022,1,9
829,830,Basic,13,02-09-22,03-07-23,Italy,30,Female,Smartphone,1 Month,2022-02-09,2022,2,9
830,831,Premium,10,02-09-22,29-06-23,Spain,35,Male,Smartphone,1 Month,2022-02-09,2022,2,9
831,832,Standard,14,15-09-22,02-07-23,Spain,40,Female,Tablet,1 Month,2022-09-15,2022,9,15
832,833,Basic,13,17-09-22,29-06-23,United States,29,Male,Smartphone,1 Month,2022-09-17,2022,9,17
833,834,Standard,14,26-09-22,03-07-23,Canada,34,Female,Smart TV,1 Month,2022-09-26,2022,9,26
834,835,Premium,12,27-09-22,29-06-23,United States,31,Male,Laptop,1 Month,2022-09-27,2022,9,27
835,836,Basic,15,04-10-22,01-07-23,United States,28,Male,Laptop,1 Month,2022-04-10,2022,4,10
836,837,Premium,12,06-10-22,29-06-23,Canada,46,Female,Smart TV,1 Month,2022-06-10,2022,6,10
837,838,Standard,11,07-10-22,02-07-23,United Kingdom,38,Male,Smartphone,1 Month,2022-07-10,2022,7,10
838,839,Basic,13,06-10-22,30-06-23,Australia,35,Female,Laptop,1 Month,2022-06-10,2022,6,10
839,840,Standard,15,07-10-22,03-07-23,Germany,49,Male,Smartphone,1 Month,2022-07-10,2022,7,10
840,841,Premium,13,06-10-22,29-06-23,France,42,Male,Smartphone,1 Month,2022-06-10,2022,6,10
841,842,Basic,14,06-10-22,02-07-23,Brazil,37,Female,Laptop,1 Month,2022-06-10,2022,6,10
842,843,Standard,13,04-10-22,01-07-23,Mexico,39,Female,Smartphone,1 Month,2022-04-10,2022,4,10
843,844,Premium,10,14-10-22,02-07-23,Spain,47,Female,Smart TV,1 Month,2022-10-14,2022,10,14
844,845,Basic,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,1 Month,2022-10-19,2022,10,19
845,846,Premium,12,21-10-22,01-07-23,Spain,35,Male,Laptop,1 Month,2022-10-21,2022,10,21
846,847,Basic,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month,2022-10-28,2022,10,28
847,848,Standard,11,01-11-22,02-07-23,United States,40,Male,Tablet,1 Month,2022-01-11,2022,1,11
848,849,Standard,10,12-11-22,29-06-23,Canada,30,Female,Smart TV,1 Month,2022-12-11,2022,12,11
849,850,Basic,13,13-11-22,30-06-23,United States,51,Female,Smart TV,1 Month,2022-11-13,2022,11,13
850,851,Premium,15,09-11-22,30-06-23,United States,47,Male,Laptop,1 Month,2022-09-11,2022,9,11
851,852,Basic,12,08-11-22,01-07-23,Canada,47,Female,Laptop,1 Month,2022-08-11,2022,8,11
852,853,Standard,14,06-11-22,30-06-23,United Kingdom,39,Male,Tablet,1 Month,2022-06-11,2022,6,11
853,854,Premium,10,07-11-22,30-06-23,Australia,49,Male,Smart TV,1 Month,2022-07-11,2022,7,11
854,855,Basic,12,02-11-22,01-07-23,Germany,33,Male,Laptop,1 Month,2022-02-11,2022,2,11
855,856,Premium,10,06-10-22,30-06-23,France,32,Female,Smart TV,1 Month,2022-06-10,2022,6,10
856,857,Basic,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,1 Month,2022-09-16,2022,9,16
857,858,Standard,14,10-09-22,30-06-23,Mexico,40,Female,Laptop,1 Month,2022-10-09,2022,10,9
858,859,Standard,12,04-09-22,30-06-23,Spain,51,Female,Tablet,1 Month,2022-04-09,2022,4,9
859,860,Basic,13,26-08-22,01-07-23,Italy,50,Male,Smart TV,1 Month,2022-08-26,2022,8,26
860,861,Premium,14,14-08-22,01-07-23,Spain,50,Female,Smart TV,1 Month,2022-08-14,2022,8,14
861,862,Basic,14,12-08-22,01-07-23,Spain,47,Male,Smartphone,1 Month,2022-12-08,2022,12,8
862,863,Standard,12,10-08-22,30-06-23,United States,35,Male,Laptop,1 Month,2022-10-08,2022,10,8
863,864,Premium,11,10-08-22,01-07-23,Canada,31,Male,Tablet,1 Month,2022-10-08,2022,10,8
864,865,Basic,15,04-08-22,01-07-23,United States,36,Male,Smartphone,1 Month,2022-04-08,2022,4,8
865,866,Premium,10,05-08-22,01-07-23,United States,41,Female,Smart TV,1 Month,2022-05-08,2022,5,8
866,867,Basic,13,17-07-22,30-06-23,Canada,49,Female,Tablet,1 Month,2022-07-17,2022,7,17
867,868,Standard,12,16-07-22,01-07-23,United Kingdom,34,Female,Tablet,1 Month,2022-07-16,2022,7,16
868,869,Standard,15,13-07-22,01-07-23,Australia,30,Female,Tablet,1 Month,2022-07-13,2022,7,13
869,870,Basic,13,03-07-22,02-07-23,Germany,38,Male,Laptop,1 Month,2022-03-07,2022,3,7
870,871,Premium,11,24-06-22,29-06-23,France,45,Male,Tablet,1 Month,2022-06-24,2022,6,24
871,872,Basic,14,21-06-22,01-07-23,Brazil,42,Female,Laptop,1 Month,2022-06-21,2022,6,21
872,873,Standard,10,22-06-22,01-07-23,Mexico,42,Female,Smart TV,1 Month,2022-06-22,2022,6,22
873,874,Premium,10,23-06-22,02-07-23,Spain,31,Male,Smart TV,1 Month,2022-06-23,2022,6,23
874,875,Basic,14,26-06-22,29-06-23,Italy,28,Male,Smart TV,1 Month,2022-06-26,2022,6,26
875,876,Premium,11,27-06-22,30-06-23,Spain,44,Male,Tablet,1 Month,2022-06-27,2022,6,27
876,877,Basic,13,28-06-22,01-07-23,Spain,30,Male,Smart TV,1 Month,2022-06-28,2022,6,28
877,878,Standard,13,28-06-22,02-07-23,United States,33,Male,Smartphone,1 Month,2022-06-28,2022,6,28
878,879,Standard,12,18-06-22,29-06-23,Canada,42,Female,Tablet,1 Month,2022-06-18,2022,6,18
879,880,Basic,11,11-06-22,30-06-23,United States,31,Male,Smart TV,1 Month,2022-11-06,2022,11,6
880,881,Premium,11,11-06-22,01-07-23,United States,31,Female,Smartphone,1 Month,2022-11-06,2022,11,6
881,882,Basic,13,12-06-22,01-07-23,Canada,46,Female,Smart TV,1 Month,2022-12-06,2022,12,6
882,883,Standard,15,13-06-22,29-06-23,United Kingdom,28,Female,Tablet,1 Month,2022-06-13,2022,6,13
883,884,Premium,11,13-06-22,29-06-23,Australia,50,Male,Tablet,1 Month,2022-06-13,2022,6,13
884,885,Basic,11,18-06-22,02-07-23,Germany,34,Male,Tablet,1 Month,2022-06-18,2022,6,18
885,886,Premium,15,23-06-22,30-06-23,France,45,Female,Smart TV,1 Month,2022-06-23,2022,6,23
886,887,Basic,12,26-06-22,30-06-23,Brazil,38,Female,Laptop,1 Month,2022-06-26,2022,6,26
887,888,Standard,13,29-06-22,29-06-23,Mexico,42,Female,Laptop,1 Month,2022-06-29,2022,6,29
888,889,Standard,10,02-07-22,01-07-23,Spain,45,Female,Smartphone,1 Month,2022-02-07,2022,2,7
889,890,Basic,10,06-07-22,30-06-23,Italy,44,Male,Smart TV,1 Month,2022-06-07,2022,6,7
890,891,Premium,14,18-07-22,30-06-23,Spain,50,Female,Smart TV,1 Month,2022-07-18,2022,7,18
891,892,Basic,15,29-07-22,30-06-23,Spain,38,Male,Tablet,1 Month,2022-07-29,2022,7,29
892,893,Standard,13,30-07-22,01-07-23,United States,42,Female,Smart TV,1 Month,2022-07-30,2022,7,30
893,894,Premium,13,03-08-22,01-07-23,Canada,50,Male,Smart TV,1 Month,2022-03-08,2022,3,8
894,895,Basic,10,15-08-22,30-06-23,United States,30,Male,Smartphone,1 Month,2022-08-15,2022,8,15
895,896,Basic,10,20-08-22,01-07-23,United States,47,Female,Smartphone,1 Month,2022-08-20,2022,8,20
896,897,Basic,14,21-08-22,30-06-23,Canada,32,Female,Laptop,1 Month,2022-08-21,2022,8,21
897,898,Standard,11,30-08-22,02-07-23,United Kingdom,31,Female,Tablet,1 Month,2022-08-30,2022,8,30
898,899,Premium,15,01-09-22,29-06-23,Australia,37,Male,Laptop,1 Month,2022-01-09,2022,1,9
899,900,Basic,14,02-09-22,03-07-23,Germany,32,Female,Smartphone,1 Month,2022-02-09,2022,2,9
900,901,Basic,12,04-09-22,30-06-23,France,29,Male,Smartphone,1 Month,2022-04-09,2022,4,9
901,902,Premium,12,10-09-22,02-07-23,Brazil,28,Male,Tablet,1 Month,2022-10-09,2022,10,9
902,903,Standard,11,25-09-22,29-06-23,Mexico,42,Male,Laptop,1 Month,2022-09-25,2022,9,25
903,904,Standard,12,27-09-22,03-07-23,Spain,37,Male,Tablet,1 Month,2022-09-27,2022,9,27
904,905,Basic,13,01-10-22,30-06-23,Italy,38,Female,Laptop,1 Month,2022-01-10,2022,1,10
905,906,Premium,13,06-10-22,02-07-23,Spain,32,Male,Smart TV,1 Month,2022-06-10,2022,6,10
906,907,Standard,15,07-10-22,30-06-23,Spain,48,Male,Laptop,1 Month,2022-07-10,2022,7,10
907,908,Basic,13,08-10-22,03-07-23,United States,46,Female,Smart TV,1 Month,2022-08-10,2022,8,10
908,909,Standard,14,08-10-22,01-07-23,Canada,30,Male,Tablet,1 Month,2022-08-10,2022,8,10
909,910,Premium,10,08-10-22,03-07-23,United States,40,Female,Smart TV,1 Month,2022-08-10,2022,8,10
910,911,Basic,13,08-10-22,29-06-23,United States,29,Male,Smart TV,1 Month,2022-08-10,2022,8,10
911,912,Premium,15,08-10-22,02-07-23,Canada,41,Male,Tablet,1 Month,2022-08-10,2022,8,10
912,913,Standard,15,10-10-22,01-07-23,United Kingdom,32,Male,Laptop,1 Month,2022-10-10,2022,10,10
